[_w z iɛ d i ]_w
[_w k r a j ]_w
[_w j ɛ ɦ ɔ ]_w
[_w tʃ i n ]_w
[_w i t ɛ m ]_w
[_w p ɔ r a ]_w
[_w n ɛ v iɛ ]_w
[_w b r ɛ d ]_w
[_w r ɛ tʃ ]_w
[_w b ɔ z d ]_w
[_w l i s t ]_w
[_w f ɛ c ]_w
[_w v iː n ɔ ]_w
[_w t a n ɛ ]_w
[_w v a ʃ a ]_w
[_w ʃ a ʎ a ]_w
[_w p ɔ s t ]_w
[_w tʃ iː n ɛ ]_w
[_w r ɔ d i ]_w
[_w a t a m ]_w
[_w s t r a ]_w
[_w s l ɛ ]_w
[_w v ɛ r ɛ ]_w
[_w s t aː l ]_w
[_w ɔ l ɛ j ]_w
[_w t ɔ z d ]_w
[_w p r ɛ d ]_w
[_w uː l ɔ ɦ ]_w
[_w z p p ]_w
[_w k t ɦ ]_w
[_w k ɛ d i ]_w
[_w tʃ ɛ s c ]_w
[_w x i p i ]_w
[_w r ɛ a l ]_w
[_w b r ɛ t ]_w
[_w z iː ts ɛ ]_w
[_w v aː ʒ ]_w
[_w p ɔ ʒ ia ]_w
[_w p ɔ l i ]_w
[_w m a l ɛː ]_w
[_w z i n a ]_w
[_w d iː m i ]_w
[_w v i t iː ]_w
[_w d ɛ b ɛ ]_w
[_w s v ɛ d ]_w
[_w s v ɔ j ]_w
[_w a p i ]_w
[_w z m z ]_w
[_w v ɛ s ]_w
[_w d ɔ b ɔ ]_w
[_w a k ɛː ]_w
[_w v ɛ r u ]_w
[_w ts iɛ l ɛ ]_w
[_w p aː n ]_w
[_w t u ʃ i ]_w
[_w m n ɔ u ]_w
[_w n ɛ x ]_w
[_w d r ɔ x ]_w
[_w m n ɛ ]_w
[_w n a ʒ u ]_w
[_w t ɛ x ]_w
[_w k r aː d ]_w
[_w p ɔ d a ]_w
[_w z a s a ]_w
[_w d ɔ s t ]_w
[_w ʒ d iː l ]_w
[_w ɔ b ts i ]_w
[_w a k iː m ]_w
[_w d s v ]_w
[_w i ɔ r k ]_w
[_w r aː n ɔ ]_w
[_w b ɔ l ɛ ]_w
[_w t a l ɔ ]_w
[_w m ʊɔ j ]_w
[_w v ʊɔ l ɛ ]_w
[_w i s t iː ]_w
[_w a k aː ]_w
[_w i n iː x ]_w
[_w n ɛ m u ]_w
[_w ts ɛ n a ]_w
[_w n a b r ]_w
[_w v i ts a ]_w
[_w d iɛ ʒ ]_w
[_w ɲ ɔ m ]_w
[_w b ɔ d i ]_w
[_w d ɔ b u ]_w
[_w ʃ ɛ n a ]_w
[_w b ɔ l i ]_w
[_w ʒ d aː t ]_w
[_w r ɔ m a ]_w
[_w d iɛ l ]_w
[_w m u ʃ a ]_w
[_w s i n ]_w
[_w t a m ]_w
[_w k ɔ n a ]_w
[_w f ɔ d ɔ ]_w
[_w n a ʒ i ]_w
[_w t ɛ d a ]_w
[_w z b ɔ l ]_w
[_w i s p i ]_w
[_w n ɛ m a ]_w
[_w b a n ]_w
[_w v aː m ]_w
[_w s n aː c ]_w
[_w d a k ɛː ]_w
[_w m ʊɔ ʒ ɛ ]_w
[_w d a k iː ]_w
[_w t u ʒ ɛ ]_w
[_w tʃ i ʃ ɛ ]_w
[_w p ɔ ɦ ]_w
[_w m a l ɔ ]_w
[_w ɛ r i k ]_w
[_w b r ɛ ]_w
[_w n iɛ tʃ ɔ ]_w
[_w t l ɦ aː ]_w
[_w z a m ɛː ]_w
[_w s ɛ m ]_w
[_w b ɔ v ɛ ]_w
[_w p i d i ]_w
[_w x ts ɛ l ]_w
[_w tʃ a k aː ]_w
[_w ɔ n ɔ ]_w
[_w s aː m ]_w
[_w n aː s ]_w
[_w z d r a ]_w
[_w t v ɔ j ]_w
[_w r ɔ k ]_w
[_w n ɔ v iː ]_w
[_w x l a p ]_w
[_w m ɛ dz i ]_w
[_w s a s a ]_w
[_w i b a ]_w
