[_w o j l ɑ ]_w
[_w t y ŋ ]_w
[_w o l ɑ ]_w
[_w e z ɡ e ]_w
[_w ɡ u r s ]_w
[_w k u ʃ ɤ ]_w
[_w s t ɑ r ]_w
[_w ʃ o ɡ ɑ ]_w
[_w n e l ə ]_w
[_w t ə n ɡ ]_w
[_w p i j ]_w
[_w i k t e ]_w
[_w t e l e ]_w
[_w i r ə k ]_w
[_w r y d ø ]_w
[_w r ɑ ʃ e ]_w
[_w p ɤ t ]_w
[_w s o l ɑ ]_w
[_w k e r t ]_w
[_w u k ə ts ]_w
[_w β ɑ t ɤ ]_w
[_w o s ɤ ]_w
[_w ɑ l ɤ k ]_w
[_w ʃ u ɡ ɤ ]_w
[_w k u β ɑ ]_w
[_w ə l e n ]_w
[_w β æ r e ]_w
[_w m o l o ]_w
[_w i l e m ]_w
[_w i ʎ ɤ n ]_w
[_w p u r ɤ ]_w
[_w p ɑ ʃ ɑ ]_w
[_w p e l e ]_w
[_w i k t æ ]_w
[_w m l ɑ n ]_w
[_w k u k i ]_w
[_w t ə ɲ ]_w
[_w ɤ l ɤ n ]_w
[_w j æ n ɡ ]_w
[_w j u m o ]_w
[_w ʃ k e d ]_w
[_w p o e d ]_w
[_w e r t ɑ ]_w
[_w k o k o ]_w
[_w l i j e ]_w
[_w j ɑ r ɑ ]_w
[_w o n d ɑ ]_w
[_w x ɑ l ɑ ]_w
[_w p ɑ l ɑ ]_w
[_w m ɑ r i ]_w
[_w ʃ o e n ]_w
[_w t u m o ]_w
[_w k ɑ n ɑ ]_w
[_w m e tɕ e ]_w
[_w u ʃ ɑ ʒ ]_w
[_w y m ɤ r ]_w
[_w ə ʒ t æ ]_w
[_w t ɤ l ]_w
[_w t e m ɑ ]_w
[_w j u ɡ ]_w
[_w β ɑ r ɑ ]_w
[_w p ø r t ]_w
[_w k i ʃ æ ]_w
[_w k o k ]_w
[_w u ʒ ɑ t ]_w
[_w k u ɑ d ]_w
[_w u m ɤ l ]_w
