[_w ɡ z ɑ s ]_w
[_w m i s ]_w
[_w ɾ ɑ m ]_w
[_w v ɑ n ɔ ]_w
[_w ɡ ɑ m ɔ ]_w
[_w n ɑ n ɑ ]_w
[_w tʃ v ɛ n ]_w
[_w ɡ ɔ ɾ i ]_w
[_w u ts x ɔ ]_w
[_w b ɛ v ɾ ]_w
[_w tsʼ ɛ l z ]_w
[_w d i d ]_w
[_w pʰ ɑ s ɑ ]_w
[_w ɛ s ɛ ]_w
[_w dʒ ɑ ɾ i ]_w
[_w ɛ ɾ tʰ i ]_w
[_w n i n ɔ ]_w
[_w m ɛ tʼ i ]_w
[_w kʰ u tʃ ɑ ]_w
[_w n ɛ b ɑ ]_w
[_w m i s ɑ ]_w
[_w ɡ ɑ n ɑ ]_w
[_w s ɑ x ɛ ]_w
[_w s ɑ ʃ i ]_w
[_w ʃ ɛ n s ]_w
[_w tʰ v i tʰ ]_w
[_w v ɛ l i ]_w
[_w i ɣ m ɑ ]_w
[_w ɛ v ɾ ɔ ]_w
[_w ʃ ɑ m z ]_w
[_w ʃ ɑ v ]_w
[_w ɾ ɔ kʼ i ]_w
[_w tsʼ ɛ l i ]_w
[_w qʼ ɛ l i ]_w
[_w kʰ ɑ l i ]_w
[_w tʰ ɑ v s ]_w
[_w ɡ ɑ ɾ ɛ ]_w
[_w i s ɛ tʰ ]_w
[_w x i ɾ s ]_w
[_w d ɛ n i ]_w
[_w n i kʼ ɔ ]_w
[_w ts v ɛ l ]_w
[_w ɑ tʼ ɔ m ]_w
[_w s ɑ m ɛ ]_w
[_w ɣ i d i ]_w
[_w s ɾ u l ]_w
[_w pʼ i ɾ i ]_w
[_w x m i z ]_w
[_w d ɛ b i ]_w
[_w ʃ tʼ ɑ tʼ ]_w
[_w m ɛ tʰ ɑ ]_w
[_w kʼ ɑ ɾ i ]_w
[_w m ɛ tʼ ɾ ]_w
[_w u tsʼ qʼ ɔ ]_w
[_w ɾ ɔ m ɑ ]_w
[_w x ɔ m ]_w
[_w tʼ ɔ n i ]_w
[_w ɾ tʰ u l ]_w
[_w m ɛ tʼ ]_w
[_w ɔ m z ]_w
[_w ɡ ɔ ɡ ɔ ]_w
[_w ɾ ɑ ts ]_w
[_w h ɑ ɾ i ]_w
[_w pʰ ɛ x i ]_w
[_w ɑ m ɑ s ]_w
