[_w j e j ɘ ]_w
[_w e ᵑɡ ɘ ʔ ]_w
[_w w ɘ j i ]_w
[_w w e ʔ ]_w
[_w x a n o ]_w
[_w a ɾ ɘ ʔ ]_w
[_w m ɘ n ɘ ]_w
[_w n u ɾ i ]_w
[_w j i n ɘ ]_w
[_w ɾ ɘ p a ]_w
[_w ɾ ɘ ɾ o ]_w
[_w ɾ o m ɘ ]_w
[_w n ɘ j o ]_w
[_w e ŋ a ʔ ]_w
[_w w ɘ n ɘ ]_w
[_w ɾ o ɘ ]_w
[_w ᵐb ɘ ɾ ɘ ]_w
[_w x ɘ ɾ a ]_w
[_w w a u ʔ ]_w
[_w a p ɘ ]_w
[_w i ʔ p a ]_w
[_w ɾ o ɾ ɘ ]_w
[_w n e ɾ o ]_w
[_w a n a ]_w
[_w n e m o ]_w
[_w ʔ a m ɘ ]_w
[_w o ʔ ɘ ʔ ]_w
[_w e n ɘ ]_w
[_w j a p ɘ ]_w
[_w m a k o ]_w
[_w a w a ʔ ]_w
[_w a ŋ ɘ ʔ ]_w
[_w n ɘ n ɘ ]_w
[_w n u ɾ ɘ ]_w
[_w ɾ ɘ n ɘ ]_w
[_w x w ɘ ʔ ]_w
[_w e w e ʔ ]_w
[_w ʔ w e ʔ ]_w
[_w e s i a ]_w
[_w m i a ʔ ]_w
[_w ᵑɡ ɘ p ɘ ]_w
[_w x ɘ x e ]_w
[_w n e p a ]_w
[_w e n ɘ ʔ ]_w
[_w n a ʔ ]_w
[_w w a ʔ ]_w
[_w e ʔ ɘ ʔ ]_w
[_w u ɾ ɘ ʔ ]_w
[_w a x ɘ ʔ ]_w
[_w x ɘ ɾ ɘ ]_w
[_w o j ɘ ]_w
[_w m u p a ]_w
[_w o ɾ ɘ ʔ ]_w
[_w i ʔ w a ]_w
[_w ɾ ɘ ʔ a ]_w
[_w w e ɾ ɘ ]_w
[_w n ɘ ɾ o ]_w
[_w i j ɘ ʔ ]_w
[_w ⁿdz o x ɘ ]_w
[_w m o ɾ ɘ ]_w
[_w p o ɾ o ]_w
[_w i ʔ n ɘ ]_w
[_w a ᵑɡ a ]_w
[_w e ɾ i ]_w
[_w t ɘ ɾ ɘ ]_w
[_w e ŋ ɘ ʔ ]_w
[_w a ʔ p o ]_w
[_w ɾ ɘ m ɘ ]_w
[_w ᵐb e ɘ ]_w
[_w a j ɘ ʔ ]_w
[_w ɘ ʔ a ʔ ]_w
[_w n ɘ p ɘ ]_w
[_w n ɘ ɾ ɘ ]_w
[_w o s ɘ ʔ ]_w
[_w e ʔ m ɘ ]_w
[_w n i n ɘ ]_w
[_w a ʔ m ɘ ]_w
[_w p ɘ ɾ ɘ ]_w
[_w w i n ɘ ]_w
[_w a p i a ]_w
[_w a j o ]_w
[_w n u ɾ o ]_w
[_w m e a ʔ ]_w
[_w ɾ ɘ x a ]_w
[_w ɾ ɘ ɾ ɘ ]_w
[_w n e ɾ ɘ ]_w
[_w k e n o ]_w
[_w ɾ ɘ ɾ i ]_w
[_w w i m ɘ ]_w
[_w ɾ a ɾ ɘ ]_w
[_w w ɘ ʔ a ]_w
[_w ᵑɡ w ɘ ʔ ]_w
[_w ᵐb ɘ ʔ ]_w
[_w n o n ɘ ]_w
[_w w e j ɘ ]_w
[_w n a ʔ o ]_w
[_w w o x ɘ ]_w
[_w x ɘ ʔ o ]_w
[_w ʔ a p ɘ ]_w
[_w e ʔ n ɘ ]_w
[_w m u ʔ ]_w
[_w s i a ʔ ]_w
[_w a ɾ a ʔ ]_w
[_w m e p a ]_w
[_w x w e ʔ ]_w
[_w a ɾ i ʔ ]_w
[_w j o ɘ ʔ ]_w
[_w e m e ʔ ]_w
[_w e ɘ n ɘ ]_w
[_w o u n ɘ ]_w
[_w s o x ɘ ]_w
[_w e ɾ ɘ ʔ ]_w
[_w i ʔ w o ]_w
[_w ɾ e n ɘ ]_w
[_w e ŋ o ]_w
[_w w o m ɘ ]_w
[_w u ŋ ɘ ʔ ]_w
[_w n ɘ t a ]_w
[_w ɾ o ʔ a ]_w
[_w e a ɘ ]_w
[_w ɾ ɘ p ɘ ]_w
[_w ʔ o m ɘ ]_w
[_w ɾ ɘ n a ]_w
[_w e ŋ o ɘ ]_w
[_w ɘ w ɘ ʔ ]_w
[_w ᵐb o s o ]_w
[_w p i a ʔ ]_w
[_w o j ɘ ʔ ]_w
[_w m o ɘ ]_w
[_w i n e ]_w
[_w w a ᵑɡ o ]_w
[_w a n ɘ ʔ ]_w
[_w ŋ w ɘ ʔ ]_w
[_w ɾ ɘ ŋ o ]_w
[_w w ɘ ʔ o ]_w
[_w a ŋ w ɘ ]_w
[_w i p i ʔ ]_w
[_w ʔ ᵑɡ ɘ ʔ ]_w
[_w m e ʔ ]_w
[_w s u ʔ ]_w
[_w j i ɾ ɘ ]_w
[_w ʔ x e ]_w
[_w a ᵑɡ w ɘ ]_w
[_w s a ʔ ]_w
[_w p e a ʔ ]_w
[_w ᵑɡ ɘ ʔ ]_w
[_w n ɘ ɾ a ]_w
[_w o x ɘ ʔ ]_w
[_w o m ɘ ]_w
[_w ᵐb ɘ ŋ o ]_w
[_w n a n ɘ ]_w
[_w n ɘ m ɘ ]_w
[_w i ʔ m ɘ ]_w
[_w m e ɾ ɘ ]_w
[_w i k ɘ ʔ ]_w
[_w n ɘ p a ]_w
[_w w ɘ n a ]_w
[_w e m ɘ ʔ ]_w
[_w ᵐb a ʔ ]_w
[_w j a n ɘ ]_w
[_w a p a ʔ ]_w
[_w n o ɾ ɘ ]_w
[_w n o n e ]_w
[_w e ʔ o ]_w
[_w u m ɘ ʔ ]_w
[_w a p ɘ ʔ ]_w
[_w a w i ʔ ]_w
[_w m o ʔ a ]_w
[_w n i i ʔ ]_w
